fecha;producto;presentacion;unidades (kg);ciudad;precio_minimo;precio_maximo;categoria
2025-01-11;Plátano Hartón Maduro;Bolsa;82;Bogotá;75790;75987;Otros
2025-01-11;Plátano Hartón Verde;Bolsa;47;Boyacá;77039;77107;Otros
2025-01-11;Plátano Hartón Verde;Bolsa;90;Sogamoso;71929;72004;Otros
2025-01-11;Plátano Hartón Verde;Bolsa;89;Tunja;74151;74282;Otros
2025-01-11;Plátano Hartón Verde;Bolsa;96;Bogotá;81866;82046;Otros
2025-01-11;Plátano Hartón Verde Llanero;Canastilla;66;Boyacá;88623;88748;Otros
2025-01-11;Plátano Hartón Verde Llanero;Canastilla;49;Sogamoso;91598;91710;Otros
2025-01-11;Plátano Hartón Verde Llanero;Canastilla;3;Tunja;92566;92714;Otros
2025-01-11;Plátano Hartón Verde Llanero;Canastilla;72;Bogotá;87262;87363;Otros
2025-01-11;Papa R-12 Negra;Bulto;7;Boyacá;38620;38723;Tuberculo
2025-01-11;Papa R-12 Negra;Bulto;62;Sogamoso;34334;34512;Tuberculo
2025-01-11;Papa R-12 Negra;Bulto;49;Tunja;40509;40650;Tuberculo
2025-01-11;Papa R-12 Negra;Bulto;6;Bogotá;34162;34355;Tuberculo
2025-01-11;Papa R-12 Roja;Bulto;20;Boyacá;38799;38891;Tuberculo
2025-01-11;Papa R-12 Roja;Bulto;26;Sogamoso;36379;36518;Tuberculo
2025-01-11;Papa R-12 Roja;Bulto;78;Tunja;40173;40267;Tuberculo
2025-01-11;Papa R-12 Roja;Bulto;84;Bogotá;36756;36868;Tuberculo
2025-01-11;Papa Criolla Limpia;Bulto;67;Boyacá;244599;244678;Tuberculo
2025-01-11;Papa Criolla Limpia;Bulto;49;Sogamoso;252207;252396;Tuberculo
2025-01-11;Papa Criolla Limpia;Bulto;90;Tunja;268630;268805;Tuberculo
2025-01-11;Papa Criolla Limpia;Bulto;98;Bogotá;248727;248802;Tuberculo
2025-01-11;Papa Criolla Sucia;Bulto;21;Boyacá;171420;171517;Tuberculo
2025-01-11;Papa Criolla Sucia;Bulto;2;Sogamoso;155223;155356;Tuberculo
2025-01-11;Papa Criolla Sucia;Bulto;20;Tunja;170740;170801;Tuberculo
2025-01-11;Papa Criolla Sucia;Bulto;40;Bogotá;178006;178121;Tuberculo
2025-01-11;Papa Parda Pastusa;Bulto;78;Boyacá;43861;44044;Tuberculo
2025-01-11;Papa Parda Pastusa;Bulto;77;Sogamoso;50323;50472;Tuberculo
2025-01-11;Papa Parda Pastusa;Bulto;22;Tunja;44002;44122;Tuberculo
2025-01-11;Papa Parda Pastusa;Bulto;96;Bogotá;50897;50994;Tuberculo
2025-01-11;Papa Sabanera;Bulto;19;Boyacá;130524;130680;Tuberculo
2025-01-11;Papa Sabanera;Bulto;48;Sogamoso;123171;123355;Tuberculo
2025-01-11;Papa Sabanera;Bulto;59;Tunja;118360;118540;Tuberculo
2025-01-11;Papa Sabanera;Bulto;69;Bogotá;131464;131536;Tuberculo
2025-01-11;Papa Superior;Bulto;53;Boyacá;61536;61678;Tuberculo
2025-01-11;Papa Superior;Bulto;70;Sogamoso;57269;57335;Tuberculo
2025-01-11;Papa Superior;Bulto;26;Tunja;55004;55064;Tuberculo
2025-01-11;Papa Superior;Bulto;38;Bogotá;54721;54842;Tuberculo
2025-01-11;Papa Única;Bulto;88;Boyacá;31952;32015;Tuberculo
2025-01-11;Papa Única;Bulto;10;Sogamoso;34360;34549;Tuberculo
2025-01-11;Papa Única;Bulto;38;Tunja;30135;30194;Tuberculo
2025-01-11;Papa Única;Bulto;17;Bogotá;32984;33178;Tuberculo
2025-01-11;Yuca Llanera;Bolsa;67;Boyacá;117459;117520;Tuberculo
2025-01-11;Yuca Llanera;Bolsa;4;Sogamoso;104175;104365;Tuberculo
2025-01-11;Yuca Llanera;Bolsa;98;Tunja;124364;124545;Tuberculo
2025-01-11;Yuca Llanera;Bolsa;82;Bogotá;107217;107285;Tuberculo
2025-01-11;Arveja Verde En Vaina;Bulto;2;Boyacá;213859;213914;Otros
2025-01-11;Arveja Verde En Vaina;Bulto;8;Sogamoso;203507;203681;Otros
2025-01-11;Arveja Verde En Vaina;Bulto;51;Tunja;205796;205985;Otros
2025-01-11;Arveja Verde En Vaina;Bulto;73;Bogotá;210603;210654;Otros
2025-01-11;Arveja Verde En Vaina Pastusa;Bulto;8;Boyacá;159399;159458;Otros
2025-01-11;Arveja Verde En Vaina Pastusa;Bulto;85;Sogamoso;162407;162568;Otros
2025-01-11;Arveja Verde En Vaina Pastusa;Bulto;8;Tunja;160501;160564;Otros
2025-01-11;Arveja Verde En Vaina Pastusa;Bulto;54;Bogotá;176519;176654;Otros
2025-01-11;Frijol Verde Cargamanto;Bulto;21;Boyacá;207631;207817;Otros
2025-01-11;Frijol Verde Cargamanto;Bulto;1;Sogamoso;219057;219144;Otros
2025-01-11;Frijol Verde Cargamanto;Bulto;61;Tunja;188793;188961;Otros
2025-01-11;Frijol Verde Cargamanto;Bulto;62;Bogotá;207257;207428;Otros
2025-01-11;Habichuela;Bulto;6;Boyacá;248959;249059;Verdura
2025-01-11;Habichuela;Bulto;10;Sogamoso;234247;234416;Verdura
2025-01-11;Habichuela;Bulto;72;Tunja;218935;219041;Verdura
2025-01-11;Habichuela;Bulto;39;Bogotá;224404;224486;Verdura
2025-01-11;Ahuyama;Kilogramo;59;Boyacá;2660;2805;Verdura
2025-01-11;Ahuyama;Kilogramo;76;Sogamoso;2839;2936;Verdura
2025-01-11;Ahuyama;Kilogramo;42;Tunja;2422;2503;Verdura
2025-01-11;Ahuyama;Kilogramo;26;Bogotá;2119;2193;Verdura
2025-01-11;Ahuyamin (Sakata);Bulto;75;Boyacá;59424;59599;Otros
2025-01-11;Ahuyamin (Sakata);Bulto;87;Sogamoso;64833;64913;Otros
2025-01-11;Ahuyamin (Sakata);Bulto;64;Tunja;62651;62702;Otros
2025-01-11;Ahuyamin (Sakata);Bulto;18;Bogotá;60395;60528;Otros
2025-01-11;Ajo;Atado/Manojo;35;Boyacá;54287;54482;Verdura
2025-01-11;Ajo;Atado/Manojo;88;Sogamoso;58373;58494;Verdura
2025-01-11;Ajo;Atado/Manojo;30;Tunja;53152;53340;Verdura
2025-01-11;Ajo;Atado/Manojo;66;Bogotá;54946;55008;Verdura
2025-01-11;Ajo Importado;Caja De Cartón;40;Boyacá;74599;74742;Verdura
2025-01-11;Ajo Importado;Caja De Cartón;19;Sogamoso;70398;70470;Verdura
2025-01-11;Ajo Importado;Caja De Cartón;54;Tunja;67215;67282;Verdura
2025-01-11;Ajo Importado;Caja De Cartón;57;Bogotá;69875;70036;Verdura
2025-01-11;Berenjena;Kilogramo;5;Boyacá;3837;3990;Otros
2025-01-11;Berenjena;Kilogramo;58;Sogamoso;4441;4566;Otros
2025-01-11;Berenjena;Kilogramo;2;Tunja;4294;4345;Otros
2025-01-11;Berenjena;Kilogramo;7;Bogotá;3743;3818;Otros
2025-01-11;Calabacín;Bolsa;90;Boyacá;7543;7665;Otros
2025-01-11;Calabacín;Bolsa;32;Sogamoso;7392;7456;Otros
2025-01-11;Calabacín;Bolsa;13;Tunja;7392;7518;Otros
2025-01-11;Calabacín;Bolsa;41;Bogotá;7508;7667;Otros
2025-01-11;Chócolo Mazorca;Bulto;50;Boyacá;174772;174828;Otros
2025-01-11;Chócolo Mazorca;Bulto;40;Sogamoso;186003;186151;Otros
2025-01-11;Chócolo Mazorca;Bulto;15;Tunja;180155;180269;Otros
2025-01-11;Chócolo Mazorca;Bulto;4;Bogotá;168874;168934;Otros
2025-01-11;Cidra;Kilogramo;26;Boyacá;2098;2270;Otros
2025-01-11;Cidra;Kilogramo;16;Sogamoso;2127;2244;Otros
2025-01-11;Cidra;Kilogramo;80;Tunja;2741;2834;Otros
2025-01-11;Cidra;Kilogramo;12;Bogotá;2219;2358;Otros
2025-01-11;Pepino Cohombro;Kilogramo;97;Boyacá;4484;4561;Verdura
2025-01-11;Pepino Cohombro;Kilogramo;56;Sogamoso;3910;4058;Verdura
2025-01-11;Pepino Cohombro;Kilogramo;69;Tunja;4080;4187;Verdura
2025-01-11;Pepino Cohombro;Kilogramo;78;Bogotá;3774;3898;Verdura
2025-01-11;Pepino De Rellenar (Caja);Caja De Cartón;42;Boyacá;36064;36184;Verdura
2025-01-11;Pepino De Rellenar (Caja);Caja De Cartón;56;Sogamoso;31314;31468;Verdura
2025-01-11;Pepino De Rellenar (Caja);Caja De Cartón;72;Tunja;31818;31918;Verdura
2025-01-11;Pepino De Rellenar (Caja);Caja De Cartón;10;Bogotá;29963;30152;Verdura
2025-01-11;Pepino De Rellenar (Canastilla);Canastilla;4;Boyacá;35654;35801;Verdura
2025-01-11;Pepino De Rellenar (Canastilla);Canastilla;36;Sogamoso;34655;34805;Verdura
2025-01-11;Pepino De Rellenar (Canastilla);Canastilla;67;Tunja;40015;40127;Verdura
2025-01-11;Pepino De Rellenar (Canastilla);Canastilla;98;Bogotá;39219;39373;Verdura
2025-01-11;Pimentón;Kilogramo;78;Boyacá;6709;6786;Otros
2025-01-11;Pimentón;Kilogramo;42;Sogamoso;5499;5628;Otros
2025-01-11;Pimentón;Kilogramo;76;Tunja;6051;6101;Otros
2025-01-11;Pimentón;Kilogramo;39;Bogotá;5623;5768;Otros
2025-01-11;Remolacha;Bulto;90;Boyacá;84320;84459;Verdura
2025-01-11;Remolacha;Bulto;49;Sogamoso;87347;87434;Verdura
2025-01-11;Remolacha;Bulto;23;Tunja;89732;89849;Verdura
2025-01-11;Remolacha;Bulto;71;Bogotá;80401;80580;Verdura
2025-01-11;Rábano Rojo;Atado/Manojo;49;Boyacá;9972;10132;Otros
2025-01-11;Rábano Rojo;Atado/Manojo;40;Sogamoso;9972;10069;Otros
2025-01-11;Rábano Rojo;Atado/Manojo;51;Tunja;10032;10205;Otros
2025-01-11;Rábano Rojo;Atado/Manojo;90;Bogotá;9921;10050;Otros
2025-01-11;Zanahoria;Bulto;57;Boyacá;138144;138306;Verdura
2025-01-11;Zanahoria;Bulto;86;Sogamoso;137964;138127;Verdura
2025-01-11;Zanahoria;Bulto;49;Tunja;139710;139846;Verdura
2025-01-11;Zanahoria;Bulto;53;Bogotá;138090;138223;Verdura
2025-01-11;Cebolla Cabezona Blanca;Bulto;79;Boyacá;76181;76379;Verdura
2025-01-11;Cebolla Cabezona Blanca;Bulto;79;Sogamoso;81899;82093;Verdura
2025-01-11;Cebolla Cabezona Blanca;Bulto;37;Tunja;76193;76388;Verdura
2025-01-11;Cebolla Cabezona Blanca;Bulto;78;Bogotá;81356;81467;Verdura
2025-01-11;Cebolla Cabezona Roja;Bulto;36;Boyacá;110538;110696;Verdura
2025-01-11;Cebolla Cabezona Roja;Bulto;44;Sogamoso;101702;101758;Verdura
2025-01-11;Cebolla Cabezona Roja;Bulto;44;Tunja;104410;104528;Verdura
2025-01-11;Cebolla Cabezona Roja;Bulto;55;Bogotá;102026;102086;Verdura
2025-01-11;Cebolla Lunaquita Aquitania;Atado/Manojo;96;Boyacá;77977;78148;Verdura
2025-01-11;Cebolla Lunaquita Aquitania;Atado/Manojo;10;Sogamoso;82348;82407;Verdura
2025-01-11;Cebolla Lunaquita Aquitania;Atado/Manojo;91;Tunja;84558;84685;Verdura
2025-01-11;Cebolla Lunaquita Aquitania;Atado/Manojo;85;Bogotá;81249;81328;Verdura
2025-01-11;Cebolla Puerro;Atado/Manojo;85;Boyacá;47370;47482;Verdura
2025-01-11;Cebolla Puerro;Atado/Manojo;19;Sogamoso;44892;44991;Verdura
2025-01-11;Cebolla Puerro;Atado/Manojo;33;Tunja;45897;45989;Verdura
2025-01-11;Cebolla Puerro;Atado/Manojo;49;Bogotá;43481;43566;Verdura
2025-01-11;Tomate Chonto;Canastilla;10;Boyacá;39281;39401;Verdura
2025-01-11;Tomate Chonto;Canastilla;58;Sogamoso;38120;38190;Verdura
2025-01-11;Tomate Chonto;Canastilla;92;Tunja;32781;32855;Verdura
2025-01-11;Tomate Chonto;Canastilla;28;Bogotá;38851;38905;Verdura
2025-01-11;Tomate Larga Vida;Canastilla;21;Boyacá;48387;48529;Verdura
2025-01-11;Tomate Larga Vida;Canastilla;19;Sogamoso;54277;54454;Verdura
2025-01-11;Tomate Larga Vida;Canastilla;97;Tunja;51386;51502;Verdura
2025-01-11;Tomate Larga Vida;Canastilla;25;Bogotá;53142;53318;Verdura
2025-01-11;Acelga;Atado/Manojo;55;Boyacá;9513;9674;Otros
2025-01-11;Acelga;Atado/Manojo;87;Sogamoso;10361;10525;Otros
2025-01-11;Acelga;Atado/Manojo;77;Tunja;10282;10397;Otros
2025-01-11;Acelga;Atado/Manojo;19;Bogotá;8924;9108;Otros
2025-01-11;Apio;Atado/Manojo;63;Boyacá;10925;11047;Otros
2025-01-11;Apio;Atado/Manojo;17;Sogamoso;10243;10319;Otros
2025-01-11;Apio;Atado/Manojo;47;Tunja;11434;11502;Otros
2025-01-11;Apio;Atado/Manojo;17;Bogotá;10345;10463;Otros
2025-01-11;Manzana;Caja;39;Boyacá;3524;3705;Otros
2025-01-11;Manzana;Caja;25;Sogamoso;3158;3236;Otros
2025-01-11;Manzana;Caja;73;Tunja;3575;3693;Otros
2025-01-11;Manzana;Caja;18;Bogotá;3091;3197;Otros
2025-01-11;Banana;Bolsa;83;Boyacá;2516;2653;Otros
2025-01-11;Banana;Bolsa;75;Sogamoso;3021;3169;Otros
2025-01-11;Banana;Bolsa;23;Tunja;1917;1975;Otros
2025-01-11;Banana;Bolsa;15;Bogotá;1914;1990;Otros
2025-01-11;Naranja;Unidad;83;Boyacá;3646;3804;Otros
2025-01-11;Naranja;Unidad;1;Sogamoso;2261;2320;Otros
2025-01-11;Naranja;Unidad;47;Tunja;2896;3048;Otros
2025-01-11;Naranja;Unidad;86;Bogotá;3276;3471;Otros
2025-01-11;Pera;Caja;46;Boyacá;3323;3454;Otros
2025-01-11;Pera;Caja;44;Sogamoso;3112;3233;Otros
2025-01-11;Pera;Caja;54;Tunja;3401;3596;Otros
2025-01-11;Pera;Caja;38;Bogotá;3341;3527;Otros
2025-01-12;Plátano Guineo;Kilogramo;73;Boyacá;3065;3264;Otros
2025-01-12;Plátano Guineo;Kilogramo;31;Sogamoso;2527;2599;Otros
2025-01-12;Plátano Guineo;Kilogramo;48;Tunja;2715;2765;Otros
2025-01-12;Plátano Guineo;Kilogramo;7;Bogotá;2261;2405;Otros
2025-01-12;Plátano Hartón Maduro;Bolsa;12;Boyacá;77925;78016;Otros
2025-01-12;Plátano Hartón Maduro;Bolsa;12;Sogamoso;78269;78421;Otros
2025-01-12;Plátano Hartón Maduro;Bolsa;18;Tunja;78153;78310;Otros
2025-01-12;Plátano Hartón Maduro;Bolsa;17;Bogotá;83547;83667;Otros
2025-01-12;Plátano Hartón Verde;Bolsa;62;Boyacá;77812;77906;Otros
2025-01-12;Plátano Hartón Verde;Bolsa;58;Sogamoso;68804;68979;Otros
2025-01-12;Plátano Hartón Verde;Bolsa;34;Tunja;77301;77353;Otros
2025-01-12;Plátano Hartón Verde;Bolsa;86;Bogotá;83030;83165;Otros
2025-01-12;Plátano Hartón Verde Llanero;Canastilla;74;Boyacá;81597;81659;Otros
2025-01-12;Plátano Hartón Verde Llanero;Canastilla;66;Sogamoso;87770;87823;Otros
2025-01-12;Plátano Hartón Verde Llanero;Canastilla;10;Tunja;83292;83475;Otros
2025-01-12;Plátano Hartón Verde Llanero;Canastilla;83;Bogotá;84863;84981;Otros
2025-01-12;Papa R-12 Negra;Bulto;96;Boyacá;36634;36704;Tuberculo
2025-01-12;Papa R-12 Negra;Bulto;24;Sogamoso;39059;39112;Tuberculo
2025-01-12;Papa R-12 Negra;Bulto;24;Tunja;35608;35765;Tuberculo
2025-01-12;Papa R-12 Negra;Bulto;89;Bogotá;36716;36805;Tuberculo
2025-01-12;Papa R-12 Roja;Bulto;77;Boyacá;38461;38516;Tuberculo
2025-01-12;Papa R-12 Roja;Bulto;17;Sogamoso;37868;38016;Tuberculo
2025-01-12;Papa R-12 Roja;Bulto;81;Tunja;35083;35154;Tuberculo
2025-01-12;Papa R-12 Roja;Bulto;55;Bogotá;36332;36448;Tuberculo
2025-01-12;Papa Criolla Limpia;Bulto;99;Boyacá;259959;260105;Tuberculo
2025-01-12;Papa Criolla Limpia;Bulto;57;Sogamoso;276181;276270;Tuberculo
2025-01-12;Papa Criolla Limpia;Bulto;80;Tunja;247399;247574;Tuberculo
2025-01-12;Papa Criolla Limpia;Bulto;71;Bogotá;224781;224947;Tuberculo
2025-01-12;Papa Criolla Sucia;Bulto;56;Boyacá;180185;180301;Tuberculo
2025-01-12;Papa Criolla Sucia;Bulto;72;Sogamoso;168917;168997;Tuberculo
2025-01-12;Papa Criolla Sucia;Bulto;75;Tunja;150829;150948;Tuberculo
2025-01-12;Papa Criolla Sucia;Bulto;41;Bogotá;161691;161760;Tuberculo
2025-01-12;Papa Parda Pastusa;Bulto;57;Boyacá;47887;48076;Tuberculo
2025-01-12;Papa Parda Pastusa;Bulto;71;Sogamoso;46687;46775;Tuberculo
2025-01-12;Papa Parda Pastusa;Bulto;17;Tunja;44740;44880;Tuberculo
2025-01-12;Papa Parda Pastusa;Bulto;70;Bogotá;47809;47988;Tuberculo
2025-01-12;Papa Sabanera;Bulto;86;Boyacá;119819;119981;Tuberculo
2025-01-12;Papa Sabanera;Bulto;93;Sogamoso;138573;138694;Tuberculo
2025-01-12;Papa Sabanera;Bulto;37;Tunja;120494;120657;Tuberculo
2025-01-12;Papa Sabanera;Bulto;5;Bogotá;130557;130624;Tuberculo
2025-01-12;Papa Superior;Bulto;38;Boyacá;50165;50293;Tuberculo
2025-01-12;Papa Superior;Bulto;42;Sogamoso;55399;55571;Tuberculo
2025-01-12;Papa Superior;Bulto;48;Tunja;56007;56154;Tuberculo
2025-01-12;Papa Superior;Bulto;28;Bogotá;52823;52874;Tuberculo
2025-01-12;Papa Única;Bulto;94;Boyacá;31469;31587;Tuberculo
2025-01-12;Papa Única;Bulto;92;Sogamoso;34833;34927;Tuberculo
2025-01-12;Papa Única;Bulto;20;Tunja;31616;31723;Tuberculo
2025-01-12;Papa Única;Bulto;27;Bogotá;33092;33269;Tuberculo
2025-01-12;Yuca Llanera;Bolsa;7;Boyacá;112734;112821;Tuberculo
2025-01-12;Yuca Llanera;Bolsa;69;Sogamoso;112143;112245;Tuberculo
2025-01-12;Yuca Llanera;Bolsa;15;Tunja;117811;118007;Tuberculo
2025-01-12;Yuca Llanera;Bolsa;9;Bogotá;97576;97689;Tuberculo
2025-01-12;Arveja Verde En Vaina;Bulto;93;Boyacá;208590;208678;Otros
2025-01-12;Arveja Verde En Vaina;Bulto;4;Sogamoso;212584;212759;Otros
2025-01-12;Arveja Verde En Vaina;Bulto;3;Tunja;214950;215010;Otros
2025-01-12;Arveja Verde En Vaina;Bulto;97;Bogotá;224794;224945;Otros
2025-01-12;Arveja Verde En Vaina Pastusa;Bulto;58;Boyacá;151230;151345;Otros
2025-01-12;Arveja Verde En Vaina Pastusa;Bulto;91;Sogamoso;157227;157387;Otros
2025-01-12;Arveja Verde En Vaina Pastusa;Bulto;82;Tunja;166145;166229;Otros
2025-01-12;Arveja Verde En Vaina Pastusa;Bulto;31;Bogotá;173965;174117;Otros
2025-01-12;Frijol Verde Cargamanto;Bulto;1;Boyacá;208696;208796;Otros
2025-01-12;Frijol Verde Cargamanto;Bulto;2;Sogamoso;218912;219087;Otros
2025-01-12;Frijol Verde Cargamanto;Bulto;64;Tunja;213464;213523;Otros
2025-01-12;Frijol Verde Cargamanto;Bulto;76;Bogotá;213322;213456;Otros
2025-01-12;Habichuela;Bulto;49;Boyacá;237847;238027;Verdura
2025-01-12;Habichuela;Bulto;74;Sogamoso;227864;228046;Verdura
2025-01-12;Habichuela;Bulto;90;Tunja;243836;243911;Verdura
2025-01-12;Habichuela;Bulto;72;Bogotá;245273;245327;Verdura
2025-01-12;Ahuyama;Kilogramo;15;Boyacá;2118;2170;Verdura
2025-01-12;Ahuyama;Kilogramo;52;Sogamoso;2531;2627;Verdura
2025-01-12;Ahuyama;Kilogramo;95;Tunja;3060;3199;Verdura
2025-01-12;Ahuyama;Kilogramo;58;Bogotá;2578;2689;Verdura
2025-01-12;Ahuyamin (Sakata);Bulto;46;Boyacá;59920;60066;Otros
2025-01-12;Ahuyamin (Sakata);Bulto;71;Sogamoso;62307;62420;Otros
2025-01-12;Ahuyamin (Sakata);Bulto;21;Tunja;62370;62504;Otros
2025-01-12;Ahuyamin (Sakata);Bulto;64;Bogotá;56590;56659;Otros
2025-01-12;Ajo;Atado/Manojo;8;Boyacá;54496;54638;Verdura
2025-01-12;Ajo;Atado/Manojo;9;Sogamoso;58332;58396;Verdura
2025-01-12;Ajo;Atado/Manojo;94;Tunja;57262;57391;Verdura
2025-01-12;Ajo;Atado/Manojo;36;Bogotá;59476;59609;Verdura
2025-01-12;Ajo Importado;Caja De Cartón;37;Boyacá;70804;70946;Verdura
2025-01-12;Ajo Importado;Caja De Cartón;80;Sogamoso;68609;68760;Verdura
2025-01-12;Ajo Importado;Caja De Cartón;28;Tunja;69699;69865;Verdura
2025-01-12;Ajo Importado;Caja De Cartón;97;Bogotá;70207;70329;Verdura
2025-01-12;Berenjena;Kilogramo;91;Boyacá;5059;5180;Otros
2025-01-12;Berenjena;Kilogramo;87;Sogamoso;5150;5332;Otros
2025-01-12;Berenjena;Kilogramo;42;Tunja;4304;4380;Otros
2025-01-12;Berenjena;Kilogramo;58;Bogotá;4349;4444;Otros
2025-01-12;Calabacín;Bolsa;66;Boyacá;7958;8136;Otros
2025-01-12;Calabacín;Bolsa;87;Sogamoso;8016;8139;Otros
2025-01-12;Calabacín;Bolsa;42;Tunja;7533;7652;Otros
2025-01-12;Calabacín;Bolsa;53;Bogotá;7979;8094;Otros
2025-01-12;Chócolo Mazorca;Bulto;58;Boyacá;182981;183180;Otros
2025-01-12;Chócolo Mazorca;Bulto;37;Sogamoso;179868;180065;Otros
2025-01-12;Chócolo Mazorca;Bulto;24;Tunja;183103;183281;Otros
2025-01-12;Chócolo Mazorca;Bulto;94;Bogotá;163967;164121;Otros
2025-01-12;Cidra;Kilogramo;3;Boyacá;1945;2039;Otros
2025-01-12;Cidra;Kilogramo;26;Sogamoso;2315;2441;Otros
2025-01-12;Cidra;Kilogramo;65;Tunja;2716;2909;Otros
2025-01-12;Cidra;Kilogramo;15;Bogotá;2074;2134;Otros
2025-01-12;Pepino Cohombro;Kilogramo;65;Boyacá;4009;4101;Verdura
2025-01-12;Pepino Cohombro;Kilogramo;69;Sogamoso;4378;4568;Verdura
2025-01-12;Pepino Cohombro;Kilogramo;10;Tunja;3572;3628;Verdura
2025-01-12;Pepino Cohombro;Kilogramo;49;Bogotá;4209;4284;Verdura
2025-01-12;Pepino De Rellenar (Caja);Caja De Cartón;33;Boyacá;33307;33483;Verdura
2025-01-12;Pepino De Rellenar (Caja);Caja De Cartón;71;Sogamoso;32003;32184;Verdura
2025-01-12;Pepino De Rellenar (Caja);Caja De Cartón;20;Tunja;33769;33846;Verdura
2025-01-12;Pepino De Rellenar (Caja);Caja De Cartón;77;Bogotá;33157;33207;Verdura
2025-01-12;Pepino De Rellenar (Canastilla);Canastilla;60;Boyacá;36995;37098;Verdura
2025-01-12;Pepino De Rellenar (Canastilla);Canastilla;36;Sogamoso;36106;36235;Verdura
2025-01-12;Pepino De Rellenar (Canastilla);Canastilla;58;Tunja;36241;36341;Verdura
2025-01-12;Pepino De Rellenar (Canastilla);Canastilla;22;Bogotá;37782;37938;Verdura
2025-01-12;Pimentón;Kilogramo;53;Boyacá;5795;5990;Otros
2025-01-12;Pimentón;Kilogramo;22;Sogamoso;5746;5861;Otros
2025-01-12;Pimentón;Kilogramo;21;Tunja;5638;5760;Otros
2025-01-12;Pimentón;Kilogramo;95;Bogotá;6109;6207;Otros
2025-01-12;Remolacha;Bulto;2;Boyacá;87018;87126;Verdura
2025-01-12;Remolacha;Bulto;97;Sogamoso;88419;88567;Verdura
2025-01-12;Remolacha;Bulto;58;Tunja;78580;78631;Verdura
2025-01-12;Remolacha;Bulto;41;Bogotá;86186;86358;Verdura
2025-01-12;Rábano Rojo;Atado/Manojo;82;Boyacá;10506;10690;Otros
2025-01-12;Rábano Rojo;Atado/Manojo;14;Sogamoso;8525;8586;Otros
2025-01-12;Rábano Rojo;Atado/Manojo;99;Tunja;9592;9673;Otros
2025-01-12;Rábano Rojo;Atado/Manojo;74;Bogotá;9813;9943;Otros
2025-01-12;Zanahoria;Bulto;69;Boyacá;138189;138338;Verdura
2025-01-12;Zanahoria;Bulto;18;Sogamoso;139124;139182;Verdura
2025-01-12;Zanahoria;Bulto;62;Tunja;137192;137384;Verdura
2025-01-12;Zanahoria;Bulto;6;Bogotá;139925;140094;Verdura
2025-01-12;Cebolla Cabezona Blanca;Bulto;42;Boyacá;77612;77743;Verdura
2025-01-12;Cebolla Cabezona Blanca;Bulto;57;Sogamoso;76906;77030;Verdura
2025-01-12;Cebolla Cabezona Blanca;Bulto;14;Tunja;80813;80882;Verdura
2025-01-12;Cebolla Cabezona Blanca;Bulto;58;Bogotá;78692;78853;Verdura
2025-01-12;Cebolla Cabezona Roja;Bulto;89;Boyacá;114977;115078;Verdura
2025-01-12;Cebolla Cabezona Roja;Bulto;37;Sogamoso;100987;101044;Verdura
2025-01-12;Cebolla Cabezona Roja;Bulto;44;Tunja;108701;108819;Verdura
2025-01-12;Cebolla Cabezona Roja;Bulto;31;Bogotá;112075;112169;Verdura
2025-01-12;Cebolla Lunaquita Aquitania;Atado/Manojo;9;Boyacá;82894;83010;Verdura
2025-01-12;Cebolla Lunaquita Aquitania;Atado/Manojo;30;Sogamoso;82232;82395;Verdura
2025-01-12;Cebolla Lunaquita Aquitania;Atado/Manojo;76;Tunja;80578;80657;Verdura
2025-01-12;Cebolla Lunaquita Aquitania;Atado/Manojo;9;Bogotá;85141;85320;Verdura
2025-01-12;Cebolla Puerro;Atado/Manojo;62;Boyacá;46688;46878;Verdura
2025-01-12;Cebolla Puerro;Atado/Manojo;44;Sogamoso;39492;39596;Verdura
2025-01-12;Cebolla Puerro;Atado/Manojo;87;Tunja;45108;45198;Verdura
2025-01-12;Cebolla Puerro;Atado/Manojo;44;Bogotá;45053;45166;Verdura
2025-01-12;Tomate Chonto;Canastilla;31;Boyacá;39170;39296;Verdura
2025-01-12;Tomate Chonto;Canastilla;69;Sogamoso;38446;38553;Verdura
2025-01-12;Tomate Chonto;Canastilla;44;Tunja;38253;38429;Verdura
2025-01-12;Tomate Chonto;Canastilla;89;Bogotá;38462;38541;Verdura
2025-01-12;Tomate Larga Vida;Canastilla;71;Boyacá;53800;53916;Verdura
2025-01-12;Tomate Larga Vida;Canastilla;13;Sogamoso;49960;50012;Verdura
2025-01-12;Tomate Larga Vida;Canastilla;26;Tunja;55292;55384;Verdura
2025-01-12;Tomate Larga Vida;Canastilla;60;Bogotá;54052;54150;Verdura
2025-01-12;Acelga;Atado/Manojo;42;Boyacá;9686;9746;Otros
2025-01-12;Acelga;Atado/Manojo;98;Sogamoso;10369;10564;Otros
2025-01-12;Acelga;Atado/Manojo;85;Tunja;9714;9807;Otros
2025-01-12;Acelga;Atado/Manojo;22;Bogotá;9257;9420;Otros
2025-01-12;Apio;Atado/Manojo;30;Boyacá;9673;9795;Otros
2025-01-12;Apio;Atado/Manojo;20;Sogamoso;10211;10285;Otros
2025-01-12;Apio;Atado/Manojo;19;Tunja;10911;11032;Otros
2025-01-12;Apio;Atado/Manojo;83;Bogotá;10574;10663;Otros
2025-01-12;Manzana;Caja;96;Boyacá;3609;3786;Otros
2025-01-12;Manzana;Caja;50;Sogamoso;4182;4264;Otros
2025-01-12;Manzana;Caja;83;Tunja;3721;3786;Otros
